Date,Open,High,Low,Close,Adj Close,Volume
6/28/1993,45,45.28125,44.9375,45.28125,26.817804,439900
6/29/1993,45.21875,45.21875,45,45.0625,26.688248,207500
6/30/1993,45.125,45.21875,45,45.0625,26.688248,437600
7/1/1993,45.125,45.125,44.875,44.9375,26.614218,605700
7/2/1993,44.78125,44.8125,44.53125,44.6875,26.466156,285400
7/6/1993,44.625,44.75,44.15625,44.21875,26.188534,246400
7/7/1993,44.1875,44.40625,44.1875,44.34375,26.262579,343700
7/8/1993,44.375,44.9375,44.3125,44.84375,26.558689,248200
7/9/1993,44.84375,44.96875,44.75,44.96875,26.632727,378200
7/12/1993,44.90625,44.96875,44.84375,44.9375,26.614218,373700
7/13/1993,44.96875,45.09375,44.65625,44.90625,26.595711,389600
7/14/1993,44.9375,45.1875,44.90625,45.0625,26.688248,617300
7/15/1993,45.03125,45.03125,44.78125,44.875,26.577202,443800
7/16/1993,44.90625,44.9375,44.6875,44.75,26.503164,216400
7/19/1993,44.75,44.75,44.59375,44.71875,26.484657,188200
7/20/1993,44.6875,44.84375,44.46875,44.84375,26.558689,68500
7/21/1993,44.78125,44.8125,44.65625,44.8125,26.540188,142700
7/22/1993,44.75,44.8125,44.5,44.5,26.355106,632400
7/23/1993,44.59375,44.71875,44.5625,44.71875,26.484657,286200
7/26/1993,44.84375,45.0625,44.84375,44.96875,26.632727,121300
7/27/1993,45,45.03125,44.78125,44.9375,26.614218,92800
7/28/1993,44.84375,44.9375,44.78125,44.84375,26.558689,30800
7/29/1993,44.9375,45.21875,44.875,45.09375,26.706755,331000
7/30/1993,45.09375,45.09375,44.78125,44.84375,26.558689,75300
8/2/1993,44.90625,45.125,44.90625,44.96875,26.632727,41300
8/3/1993,45.0625,45.1875,44.84375,45,26.651232,81600
8/4/1993,45,45.09375,44.875,45,26.651232,434000
8/5/1993,45,45,44.84375,44.90625,26.595711,36800
8/6/1993,45.03125,45.0625,44.90625,44.96875,26.632727,402300
8/9/1993,45.09375,45.34375,45,45.21875,26.780783,828200
8/10/1993,45.1875,45.21875,45.125,45.1875,26.762285,604900
8/11/1993,45.15625,45.3125,45.15625,45.1875,26.762285,542200
8/12/1993,45.3125,45.3125,44.90625,45.0625,26.688248,303700
8/13/1993,45.09375,45.15625,45.09375,45.125,26.725277,103500
8/16/1993,45.15625,45.5,45.15625,45.375,26.873316,241800
8/17/1993,45.34375,45.53125,45.34375,45.53125,26.965857,369300
8/18/1993,45.6875,45.875,45.65625,45.78125,27.11392,414300
8/19/1993,45.8125,45.8125,45.71875,45.78125,27.11392,28500
8/20/1993,45.6875,45.8125,45.65625,45.8125,27.132437,80700
8/23/1993,45.625,45.75,45.625,45.71875,27.076921,15600
8/24/1993,45.71875,46.21875,45.71875,46.21875,27.373049,273400
8/25/1993,46.21875,46.4375,46.15625,46.25,27.391546,242300
8/26/1993,46.28125,46.53125,46.09375,46.28125,27.410049,120000
8/27/1993,46.15625,46.25,46.15625,46.25,27.391546,25700
8/30/1993,46.28125,46.5,46.28125,46.4375,27.50259,183500
8/31/1993,46.40625,46.5625,46.34375,46.5625,27.576633,66500
9/1/1993,46.40625,46.59375,46.40625,46.5,27.539608,136500
9/2/1993,46.53125,46.59375,46.3125,46.34375,27.447071,472400
9/3/1993,46.3125,46.4375,46.25,46.375,27.465586,630500
9/7/1993,46.375,46.4375,46,46.0625,27.280514,196400
9/8/1993,46.0625,46.0625,45.59375,45.90625,27.18795,269900
9/9/1993,45.71875,46.03125,45.71875,46,27.243498,239200
9/10/1993,46.125,46.4375,46.0625,46.40625,27.484095,106500
9/13/1993,46.5625,46.5625,46.4375,46.4375,27.50259,66900
9/14/1993,46.3125,46.3125,46.09375,46.25,27.391546,184500
9/15/1993,46.0625,46.40625,45.90625,46.375,27.465586,101000
9/16/1993,46.3125,46.34375,46.15625,46.1875,27.354517,54300
9/17/1993,45.875,45.90625,45.75,45.8125,27.301487,200900
9/20/1993,45.875,45.96875,45.4375,45.4375,27.07802,57800
9/21/1993,45.5,45.5625,44.8125,45.28125,26.984894,318200
9/22/1993,45.4375,45.71875,45.375,45.65625,27.208376,439700
9/23/1993,45.78125,45.9375,45.71875,45.90625,27.357363,88500
9/24/1993,45.84375,45.875,45.71875,45.78125,27.282858,53500
9/27/1993,46.125,46.28125,46.125,46.28125,27.580841,274600
9/28/1993,46.3125,46.3125,46.15625,46.1875,27.524965,158300
9/29/1993,46.1875,46.3125,45.96875,46.03125,27.431852,221000
9/30/1993,46.03125,46.125,45.84375,45.9375,27.375978,99300
10/1/1993,45.875,46.21875,45.8125,46.15625,27.506348,22700
10/4/1993,46.21875,46.21875,46.09375,46.21875,27.543602,1038500
10/5/1993,46.3125,46.3125,46,46.15625,27.506348,436500
10/6/1993,46.1875,46.375,46.125,46.125,27.487724,209200
10/7/1993,46.1875,46.1875,45.96875,46,27.413235,59400
10/8/1993,46.125,46.15625,45.71875,46.0625,27.45047,54400
10/11/1993,46.15625,46.25,46.15625,46.15625,27.506348,467100
10/12/1993,46.21875,46.25,46.1875,46.21875,27.543602,26200
10/13/1993,46.25,46.25,46.15625,46.21875,27.543602,139100
10/14/1993,46.40625,46.8125,46.28125,46.8125,27.897432,108100
10/15/1993,47.03125,47.15625,46.90625,47.0625,28.04641,1502500
10/18/1993,47.03125,47.03125,46.875,46.9375,27.971933,722400
10/19/1993,46.875,46.96875,46.59375,46.59375,27.767065,880100
10/20/1993,46.75,46.75,46.5625,46.65625,27.80431,230400
10/21/1993,46.6875,46.6875,46.53125,46.59375,27.767065,56200
10/22/1993,46.65625,46.84375,46.375,46.375,27.636711,390700
10/25/1993,46.40625,46.5625,46.28125,46.5,27.711195,114500
10/26/1993,46.46875,46.5,46.3125,46.46875,27.692575,186200
10/27/1993,46.40625,46.53125,46.40625,46.5,27.711195,118400
10/28/1993,46.5625,46.96875,46.5625,46.84375,27.916046,129600
10/29/1993,46.8125,46.875,46.78125,46.84375,27.916046,80700
11/1/1993,46.78125,47,46.78125,46.96875,27.990541,36400
11/2/1993,46.90625,47,46.65625,46.9375,27.971933,262100
11/3/1993,46.90625,46.90625,46.125,46.34375,27.618082,479100
11/4/1993,46.34375,46.34375,45.8125,45.84375,27.320116,130400
11/5/1993,45.71875,46.0625,45.53125,46.0625,27.45047,363200
11/8/1993,46.09375,46.25,45.96875,46.125,27.487724,367600
11/9/1993,46.4375,46.46875,46.125,46.15625,27.506348,246900
11/10/1993,46.15625,46.5,46.03125,46.5,27.711195,46500
11/11/1993,46.5,46.625,46.34375,46.375,27.636711,88900
11/12/1993,46.46875,46.75,46.4375,46.59375,27.767065,108200
11/15/1993,46.6875,46.6875,46.4375,46.5625,27.748451,243300
11/16/1993,46.65625,46.8125,46.46875,46.78125,27.878809,492600
11/17/1993,46.8125,46.8125,46.40625,46.53125,27.729837,39600
11/18/1993,46.46875,46.5625,46.28125,46.40625,27.655331,240800
11/19/1993,46.25,46.375,46.21875,46.3125,27.599459,106000
11/22/1993,46.1875,46.21875,45.875,46.03125,27.431852,165300
11/23/1993,46.28125,46.3125,46.03125,46.28125,27.580841,89700
11/24/1993,46.40625,46.5,46.34375,46.46875,27.692575,77200
11/26/1993,46.59375,46.59375,46.46875,46.5,27.711195,1019800
11/29/1993,46.625,46.71875,46.3125,46.3125,27.599459,517500
11/30/1993,46.28125,46.5625,46.25,46.34375,27.618082,230000
12/1/1993,46.59375,46.625,46.40625,46.40625,27.655331,379200
12/2/1993,46.5,46.5625,46.40625,46.53125,27.729837,352000
12/3/1993,46.5,46.71875,46.5,46.71875,27.841549,306000
12/6/1993,46.78125,46.9375,46.78125,46.875,27.934685,99500
12/7/1993,46.875,46.90625,46.78125,46.84375,27.916046,88800
12/8/1993,46.84375,46.84375,46.78125,46.84375,27.916046,146700
12/9/1993,46.84375,46.90625,46.625,46.6875,27.822941,416500
12/10/1993,46.71875,46.71875,46.5,46.59375,27.767065,412900
12/13/1993,46.59375,46.875,46.53125,46.875,27.934685,273200
12/14/1993,46.90625,46.90625,46.53125,46.53125,27.729837,41900
12/15/1993,46.59375,46.625,46.46875,46.46875,27.692575,82600
12/16/1993,46.65625,46.65625,46.5625,46.625,27.785688,78200
12/17/1993,46.40625,46.59375,46.375,46.5625,27.938404,104700
12/20/1993,46.53125,46.65625,46.5,46.625,27.975893,68800
12/21/1993,46.5625,46.5625,46.40625,46.46875,27.882143,205700
12/22/1993,46.59375,46.8125,46.5,46.78125,28.069654,410300
12/23/1993,46.75,46.84375,46.6875,46.75,28.0509,533800
12/27/1993,46.75,47,46.75,47,28.200895,447100
12/28/1993,46.96875,47.125,46.9375,47.09375,28.257162,880600
12/29/1993,47.125,47.15625,47,47.03125,28.219656,266700
12/30/1993,47,47,46.75,46.84375,28.107147,219900
12/31/1993,46.9375,47,46.5625,46.59375,27.957144,312900
1/3/1994,46.59375,46.65625,46.40625,46.46875,27.882143,960900
1/4/1994,46.53125,46.65625,46.46875,46.65625,27.994642,164300
1/5/1994,46.71875,46.78125,46.53125,46.75,28.0509,710900
1/6/1994,46.8125,46.84375,46.6875,46.75,28.0509,201000
1/7/1994,46.84375,47.0625,46.71875,47.03125,28.219656,775500
1/10/1994,47.09375,47.59375,46.96875,47.59375,28.557173,593700
1/11/1994,47.5625,47.5625,47.34375,47.5,28.500917,295200
1/12/1994,47.53125,47.53125,47.1875,47.34375,28.407167,158400
1/13/1994,47.21875,47.3125,47.15625,47.21875,28.332163,244300
1/14/1994,47.375,47.5,47.375,47.40625,28.444664,137200
1/17/1994,47.40625,47.46875,47.3125,47.40625,28.444664,17700
1/18/1994,47.46875,47.53125,47.375,47.46875,28.48217,166400
1/19/1994,47.40625,47.46875,47.25,47.34375,28.407167,200800
1/20/1994,47.40625,47.5,47.375,47.46875,28.48217,281100
1/21/1994,47.53125,47.53125,47.34375,47.375,28.425909,85600
1/24/1994,47.34375,47.5625,47.1875,47.1875,28.313404,373800
1/25/1994,47.21875,47.25,47.09375,47.1875,28.313404,310400
1/26/1994,47.1875,47.34375,47.125,47.3125,28.388412,145100
1/27/1994,47.40625,47.8125,47.34375,47.75,28.650919,344500
1/28/1994,47.9375,48.03125,47.875,47.875,28.725922,356500
1/31/1994,48.0625,48.3125,48,48.21875,28.932167,313800
2/1/1994,48.15625,48.15625,47.90625,47.96875,28.782154,303600
2/2/1994,48.125,48.28125,48.09375,48.28125,28.969685,307600
2/3/1994,48.1875,48.1875,47.90625,48.0625,28.838427,466100
2/4/1994,48.0625,48.125,46.96875,46.96875,28.182148,1403200
2/7/1994,46.84375,47.3125,46.84375,47.1875,28.313404,516400
2/8/1994,47.28125,47.28125,47.03125,47.21875,28.332163,188200
2/9/1994,47.25,47.4375,47.1875,47.40625,28.444664,144600
2/10/1994,47.375,47.40625,47,47,28.200895,883900
2/11/1994,47.03125,47.28125,46.8125,47.15625,28.294641,519400
2/14/1994,47.0625,47.375,47,47.21875,28.332163,2742100
2/15/1994,47.3125,47.5,47.25,47.46875,28.48217,374700
2/16/1994,47.53125,47.53125,47.34375,47.4375,28.463413,287600
2/17/1994,47.65625,47.6875,47.03125,47.15625,28.294641,342400
2/18/1994,47.1875,47.21875,46.75,46.875,28.12591,313300
2/22/1994,47,47.34375,47,47.34375,28.407167,154500
2/23/1994,47.40625,47.4375,47.0625,47.21875,28.332163,391700
2/24/1994,47.0625,47.0625,46.5625,46.59375,27.957144,770800
2/25/1994,46.65625,46.8125,46.5625,46.8125,28.088404,531300
2/28/1994,46.9375,47.0625,46.8125,46.8125,28.088404,333000
3/1/1994,46.8125,46.90625,46.375,46.625,27.975893,423600
3/2/1994,46.03125,46.6875,45.90625,46.6875,28.013403,581500
3/3/1994,46.625,46.625,46.4375,46.5625,27.938404,223200
3/4/1994,46.5625,46.8125,46.40625,46.6875,28.013403,595800
3/7/1994,46.84375,47,46.84375,46.9375,28.163416,539800
3/8/1994,46.96875,46.96875,46.6875,46.75,28.0509,880300
3/9/1994,46.8125,47,46.59375,46.96875,28.182148,2500100
3/10/1994,46.9375,46.9375,46.4375,46.59375,27.957144,207400
3/11/1994,46.65625,46.90625,46.40625,46.84375,28.107147,576600
3/14/1994,47.03125,47.03125,46.84375,46.90625,28.14465,345900
3/15/1994,47,47.09375,46.84375,46.875,28.12591,748600
3/16/1994,46.9375,47.25,46.78125,47.25,28.35092,455500
3/17/1994,47.09375,47.3125,47.09375,47.25,28.35092,133000
3/18/1994,46.75,47.03125,46.71875,46.96875,28.344727,365500
3/21/1994,46.8125,46.9375,46.71875,46.84375,28.2693,324800
3/22/1994,46.84375,47.0625,46.75,46.96875,28.344727,435700
3/23/1994,46.9375,47.0625,46.90625,46.9375,28.325874,698500
3/24/1994,46.75,46.84375,46.15625,46.375,27.986425,1200500
3/25/1994,46.40625,46.53125,45.9375,45.9375,27.722383,100900
3/28/1994,46,46.0625,45.59375,46,27.760103,1117200
3/29/1994,46,46.03125,45.09375,45.09375,27.213194,338400
3/30/1994,45.125,45.25,44.46875,44.46875,26.836021,1123900
3/31/1994,44.46875,44.6875,43.53125,44.59375,26.911469,788800
4/4/1994,43.34375,44.03125,43.34375,43.90625,26.496571,2627300
4/5/1994,44.34375,44.8125,44.34375,44.8125,27.04348,1179000
4/6/1994,44.875,44.90625,44.5,44.8125,27.04348,516500
4/7/1994,44.78125,45.125,44.53125,45.03125,27.175489,666100
4/8/1994,44.9375,44.9375,44.46875,44.6875,26.968037,242400
4/11/1994,44.8125,45.0625,44.703125,44.875,27.081198,203300
4/12/1994,44.921875,45,44.71875,44.8125,27.04348,1409200
4/13/1994,44.796875,44.90625,44.25,44.578125,26.902027,364100
4/14/1994,44.5,44.828125,44.40625,44.59375,26.911469,419900
4/15/1994,44.578125,44.78125,44.515625,44.59375,26.911469,387300
4/18/1994,44.640625,44.765625,44.15625,44.296875,26.73229,369100
4/19/1994,44.25,44.53125,43.984375,44.359375,26.770027,472200
4/20/1994,44.40625,44.515625,44.078125,44.3125,26.741728,508000
4/21/1994,44.5,44.96875,44.34375,44.90625,27.100054,200300
4/22/1994,45.015625,45.046875,44.734375,44.859375,27.071745,301800
4/25/1994,44.84375,45.359375,44.84375,45.328125,27.354643,394600
4/26/1994,45.265625,45.34375,45.1875,45.28125,27.326359,399000
4/28/1994,45.1875,45.25,44.8125,44.953125,27.128326,287000
4/29/1994,44.875,45.15625,44.8125,45.09375,27.213194,481900
5/2/1994,45.09375,45.71875,44.9375,45.375,27.382921,275000
5/3/1994,45.390625,45.40625,45.0625,45.328125,27.354643,183400
5/4/1994,45.421875,45.421875,45.078125,45.25,27.307495,401900
5/5/1994,45.296875,45.375,45.1875,45.1875,27.269789,659800
5/6/1994,44.96875,44.96875,44.59375,44.75,27.005753,216300
5/9/1994,44.625,44.75,44.28125,44.359375,26.770027,499300
5/10/1994,44.578125,44.84375,44.546875,44.703125,26.977463,583400
5/11/1994,44.65625,44.71875,44.171875,44.296875,26.73229,210600
5/12/1994,44.578125,44.625,44.40625,44.515625,26.864298,305200
5/13/1994,44.640625,44.640625,44.296875,44.515625,26.864298,321300
5/16/1994,44.609375,44.75,44.515625,44.53125,26.873749,450400
5/17/1994,44.5625,45.1875,44.5,45.1875,27.269789,470200
5/18/1994,45.21875,45.6875,45.015625,45.515625,27.467796,824800
5/19/1994,45.421875,45.859375,45.421875,45.734375,27.599792,531000
5/20/1994,45.65625,45.6875,45.5,45.5625,27.496092,370400
5/23/1994,45.515625,45.53125,45.34375,45.484375,27.448923,262700
5/24/1994,45.609375,45.84375,45.609375,45.671875,27.562082,549600
5/25/1994,45.5,45.828125,45.34375,45.796875,27.63752,738200
5/26/1994,45.78125,45.9375,45.734375,45.828125,27.656378,369600
5/27/1994,45.75,45.875,45.671875,45.875,27.684664,162000
5/31/1994,45.734375,45.90625,45.65625,45.8125,27.646955,160000
6/1/1994,45.703125,46.015625,45.5625,46.015625,27.769533,200500
6/2/1994,46.046875,46.046875,45.890625,45.96875,27.741249,55100
6/3/1994,46,46.390625,45.859375,46.234375,27.901533,550400
6/6/1994,46.328125,46.46875,46.1875,46.21875,27.89212,99300
6/7/1994,46.140625,46.21875,46.03125,46.15625,27.854403,120600
6/8/1994,46.265625,46.265625,45.78125,45.78125,27.628092,131900
6/9/1994,45.984375,46.03125,45.890625,46.03125,27.778963,80500
6/10/1994,46.078125,46.203125,46.078125,46.109375,27.826099,83100
6/13/1994,46.046875,46.1875,46.03125,46.171875,27.863825,109700
6/14/1994,46.3125,46.546875,46.3125,46.53125,28.080704,161000
6/15/1994,46.546875,46.5625,46.3125,46.34375,27.967552,142800
6/16/1994,46.34375,46.46875,46.296875,46.4375,28.024124,44000
6/17/1994,46.15625,46.203125,45.8125,45.875,27.867693,403800
6/20/1994,45.546875,45.625,45.4375,45.484375,27.6304,137400
6/21/1994,45.453125,45.453125,44.90625,45.09375,27.393103,139200
6/22/1994,45.21875,45.421875,45.171875,45.265625,27.497528,279900
6/23/1994,45.34375,45.40625,44.9375,45,27.33617,922500
6/24/1994,44.78125,44.78125,44,44.0625,26.766647,353800
6/27/1994,44.234375,44.828125,44.015625,44.828125,27.231758,371200
6/28/1994,44.84375,44.84375,44.25,44.609375,27.098881,5382300
6/29/1994,44.671875,45.015625,44.625,44.75,27.184296,311800
6/30/1994,44.828125,44.84375,44.3125,44.46875,27.013439,271900
7/1/1994,44.6875,44.6875,44.375,44.5625,27.070395,406900
7/5/1994,44.65625,44.859375,44.515625,44.796875,27.212784,112000
7/6/1994,44.625,44.8125,44.46875,44.734375,27.174805,174800
7/7/1994,44.734375,44.921875,44.6875,44.921875,27.288706,66700
7/8/1994,44.640625,44.984375,44.625,44.90625,27.279219,148400
7/11/1994,44.9375,45.015625,44.53125,44.75,27.184296,124000
7/12/1994,44.765625,44.828125,44.515625,44.8125,27.222277,257300
7/13/1994,44.828125,45.03125,44.828125,44.890625,27.269737,532700
7/14/1994,45.109375,45.46875,45.078125,45.375,27.563969,494200
7/15/1994,45.34375,45.484375,45.328125,45.390625,27.573444,49100
7/18/1994,45.390625,45.578125,45.390625,45.46875,27.620913,72300
7/19/1994,45.546875,45.5625,45.375,45.375,27.563969,609500
7/20/1994,45.40625,45.40625,45.0625,45.171875,27.440569,185300
7/21/1994,45.171875,45.296875,45.078125,45.265625,27.497528,86300
7/22/1994,45.375,45.40625,45.25,45.34375,27.544985,151600
7/25/1994,45.359375,45.453125,45.3125,45.40625,27.582937,120900
7/26/1994,45.390625,45.421875,45.3125,45.359375,27.554483,489600
7/27/1994,45.359375,45.359375,45.171875,45.359375,27.554483,83200
7/28/1994,45.359375,45.578125,45.359375,45.453125,27.611439,828200
7/29/1994,45.765625,46.046875,45.75,45.90625,27.886683,459100
8/1/1994,45.9375,46.15625,45.890625,46.125,28.019571,486300
8/2/1994,46.28125,46.375,46.03125,46.1875,28.057522,505500
8/3/1994,46.171875,46.234375,46.09375,46.203125,28.067047,144100
8/4/1994,46.171875,46.21875,45.921875,45.9375,27.905661,231700
8/5/1994,45.703125,45.84375,45.65625,45.78125,27.810749,138400
8/8/1994,45.828125,45.9375,45.78125,45.890625,27.877188,328600
8/9/1994,45.71875,45.96875,45.71875,45.96875,27.924656,105900
8/10/1994,46,46.1875,45.9375,46.140625,28.029068,840300
8/11/1994,46.03125,46.234375,45.734375,45.96875,27.924656,876200
8/12/1994,46.046875,46.34375,46.046875,46.328125,28.142977,184100
8/15/1994,46.375,46.484375,46.3125,46.3125,28.133469,325900
8/16/1994,46.34375,46.6875,46.15625,46.640625,28.33279,1089500
8/17/1994,46.703125,46.734375,46.578125,46.609375,28.313818,133700
8/18/1994,46.453125,46.5625,46.40625,46.453125,28.218904,620000
8/19/1994,46.46875,46.515625,46.3125,46.421875,28.199903,103200
8/22/1994,46.4375,46.4375,46.28125,46.375,28.171457,79700
8/23/1994,46.578125,46.859375,46.515625,46.640625,28.33279,268600
8/24/1994,46.6875,47.140625,46.671875,47.140625,28.636511,254700
8/25/1994,47.09375,47.203125,46.890625,47.015625,28.560593,147400
8/26/1994,47.125,47.78125,47.125,47.6875,28.968733,339500
8/29/1994,47.8125,47.984375,47.640625,47.65625,28.949751,350300
8/30/1994,47.640625,47.859375,47.578125,47.78125,29.025679,36000
8/31/1994,47.703125,47.890625,47.59375,47.65625,28.949751,356200
9/1/1994,47.5,47.53125,47.328125,47.5,28.854849,294600
9/2/1994,47.71875,47.71875,47.21875,47.296875,28.731449,99600
9/6/1994,47.265625,47.359375,47.125,47.3125,28.740938,229800
9/7/1994,47.421875,47.421875,47.21875,47.265625,28.712465,27900
9/8/1994,47.359375,47.5625,47.34375,47.5,28.854849,284800
9/9/1994,47.03125,47.125,46.8125,47,28.551102,488400
9/12/1994,47,47.0625,46.78125,46.859375,28.465691,129400
9/13/1994,46.953125,47.125,46.859375,47,28.551102,389200
9/14/1994,46.84375,47.109375,46.84375,47.046875,28.579573,423500
